locus_tag	ftype	length_bp	gene	EC_number	COG	product
ERR2663496_01552	CDS	2235	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
ERR2663496_01553	CDS	1296	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
ERR2663496_01554	CDS	2757	barA	2.7.13.3	COG0784	Signal transduction histidine-protein kinase BarA
ERR2663496_01555	CDS	1143	garK_2	2.7.1.165	COG1929	Glycerate 2-kinase
ERR2663496_01556	CDS	1341	gudD	4.2.1.40	COG4948	Glucarate dehydratase
ERR2663496_01557	CDS	1341	gudX	4.2.1.-	COG4948	Glucarate dehydratase-related protein
ERR2663496_01558	CDS	1359	gudP_3			putative glucarate transporter
ERR2663496_01559	CDS	450			COG0716	putative protein
ERR2663496_01560	CDS	783	truC	5.4.99.26	COG0564	tRNA pseudouridine synthase C
ERR2663496_01561	CDS	330	yqcC		COG3098	putative protein YqcC
ERR2663496_01562	CDS	546	syd			Protein Syd
ERR2663496_01563	CDS	849	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
ERR2663496_01564	CDS	1365	ppnN	3.2.2.-	COG1611	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
ERR2663496_01565	CDS	1290	sdaC		COG0814	Serine transporter
ERR2663496_01566	CDS	1368	sdaB	4.3.1.17	COG1760	L-serine dehydratase 2
ERR2663496_01567	CDS	756	ygdG	3.1.-.-	COG0258	Flap endonuclease Xni
ERR2663496_01568	CDS	1149	fucO	1.1.1.77	COG1454	Lactaldehyde reductase
ERR2663496_01569	CDS	648	fucA	4.1.2.17	COG0235	L-fuculose phosphate aldolase
ERR2663496_01570	CDS	1317	fucP_2		COG0738	L-fucose-proton symporter
ERR2663496_01571	CDS	1731	fucI	5.3.1.25	COG2407	L-fucose isomerase
ERR2663496_01572	CDS	1419	fucK	2.7.1.51	COG1070	L-fuculokinase
ERR2663496_01573	CDS	423	fucU	5.1.3.29	COG4154	L-fucose mutarotase
ERR2663496_01574	CDS	711	ydjF		COG1349	putative HTH-type transcriptional regulator YdjF
ERR2663496_01575	CDS	1101	rlmM	2.1.1.186	COG2933	Ribosomal RNA large subunit methyltransferase M
ERR2663496_01576	CDS	396				hypothetical protein
ERR2663496_01577	CDS	918	gcvA			Glycine cleavage system transcriptional activator
ERR2663496_01578	CDS	123				hypothetical protein
ERR2663496_01579	CDS	228	ygdR_1			putative lipoprotein YgdR
ERR2663496_01580	CDS	1206	csdA	2.8.1.7	COG0520	Cysteine desulfurase CsdA
ERR2663496_01581	CDS	444	csdE		COG2166	Sulfur acceptor protein CsdE
ERR2663496_01582	CDS	915	rarD_1		COG2962	Protein RarD
ERR2663496_01583	CDS	807	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
ERR2663496_01584	CDS	1098	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
ERR2663496_01585	tRNA	77				tRNA-Met(cat)
ERR2663496_01586	tRNA	77				tRNA-Met(cat)
ERR2663496_01587	CDS	1254	amiC	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
ERR2663496_01588	CDS	1332	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
ERR2663496_01589	CDS	1836	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
ERR2663496_01590	CDS	3546	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
ERR2663496_01591	CDS	2889	ptrA	3.4.24.55	COG1025	Protease 3
ERR2663496_01592	CDS	3372	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
ERR2663496_01593	CDS	321				hypothetical protein
ERR2663496_01594	CDS	408				hypothetical protein
ERR2663496_01595	CDS	564				hypothetical protein
ERR2663496_01596	CDS	471				hypothetical protein
ERR2663496_01597	CDS	1314				hypothetical protein
ERR2663496_01598	CDS	408				hypothetical protein
ERR2663496_01599	CDS	723	sopE			Guanine nucleotide exchange factor SopE
ERR2663496_01600	CDS	1173	gpFI_1			Putative prophage major tail sheath protein
ERR2663496_01601	CDS	516				hypothetical protein
ERR2663496_01602	CDS	303				hypothetical protein
ERR2663496_01603	CDS	2781				hypothetical protein
ERR2663496_01604	CDS	486				hypothetical protein
ERR2663496_01605	CDS	1101				hypothetical protein
ERR2663496_01606	CDS	240				hypothetical protein
ERR2663496_01607	CDS	378				hypothetical protein
ERR2663496_01608	CDS	1275	umuC_2		COG0389	Protein UmuC
ERR2663496_01609	CDS	270				hypothetical protein
ERR2663496_01610	CDS	327				hypothetical protein
ERR2663496_01611	CDS	900				hypothetical protein
ERR2663496_01612	CDS	909				hypothetical protein
ERR2663496_01613	CDS	1950				hypothetical protein
ERR2663496_01614	CDS	459				hypothetical protein
ERR2663496_01615	CDS	294				hypothetical protein
ERR2663496_01616	CDS	453				hypothetical protein
ERR2663496_01617	CDS	210				hypothetical protein
ERR2663496_01618	CDS	381				hypothetical protein
ERR2663496_01619	CDS	303				hypothetical protein
ERR2663496_01620	CDS	921				hypothetical protein
ERR2663496_01621	CDS	543				hypothetical protein
ERR2663496_01622	CDS	642	ybdM_1		COG1475	putative protein YbdM
ERR2663496_01623	CDS	1248	cysH_2	1.8.4.8		Phosphoadenosine phosphosulfate reductase
ERR2663496_01624	CDS	360				hypothetical protein
ERR2663496_01625	CDS	390				hypothetical protein
ERR2663496_01626	CDS	1506				hypothetical protein
ERR2663496_01627	CDS	333				hypothetical protein
ERR2663496_01628	CDS	1431				hypothetical protein
ERR2663496_01629	CDS	969				hypothetical protein
ERR2663496_01630	CDS	393				hypothetical protein
ERR2663496_01631	CDS	387				hypothetical protein
ERR2663496_01632	CDS	1491				hypothetical protein
ERR2663496_01633	CDS	861				hypothetical protein
ERR2663496_01634	CDS	417				hypothetical protein
ERR2663496_01635	CDS	306				hypothetical protein
ERR2663496_01636	CDS	1479				hypothetical protein
ERR2663496_01637	CDS	900				hypothetical protein
ERR2663496_01638	CDS	654				hypothetical protein
ERR2663496_01639	CDS	375				hypothetical protein
ERR2663496_01640	CDS	363				hypothetical protein
ERR2663496_01641	CDS	240				hypothetical protein
ERR2663496_01642	CDS	255				hypothetical protein
ERR2663496_01643	CDS	759				hypothetical protein
ERR2663496_01644	CDS	2091				hypothetical protein
ERR2663496_01645	CDS	570				hypothetical protein
ERR2663496_01646	CDS	501				hypothetical protein
ERR2663496_01647	CDS	687				hypothetical protein
ERR2663496_01648	CDS	741				hypothetical protein
ERR2663496_01649	CDS	915				hypothetical protein
ERR2663496_01650	CDS	876				hypothetical protein
ERR2663496_01651	CDS	468				hypothetical protein
ERR2663496_01652	CDS	1152	xerC_1			Tyrosine recombinase XerC
ERR2663496_01653	CDS	1305				hypothetical protein
ERR2663496_01654	CDS	663				hypothetical protein
ERR2663496_01655	CDS	477				hypothetical protein
ERR2663496_01656	CDS	594				hypothetical protein
ERR2663496_01657	CDS	1086				hypothetical protein
ERR2663496_01658	CDS	1716				hypothetical protein
ERR2663496_01659	CDS	588				hypothetical protein
ERR2663496_01660	CDS	1287				hypothetical protein
ERR2663496_01661	CDS	360	bfpB			Outer membrane lipoprotein BfpB
ERR2663496_01662	CDS	936				hypothetical protein
ERR2663496_01663	CDS	420				hypothetical protein
ERR2663496_01664	CDS	1245				hypothetical protein
ERR2663496_01665	CDS	318				hypothetical protein
ERR2663496_01666	CDS	609				ISNCY family transposase ISPlu22
ERR2663496_01667	CDS	537	ssb_1		COG0629	Single-stranded DNA-binding protein
ERR2663496_01668	CDS	219				hypothetical protein
ERR2663496_01669	CDS	450				hypothetical protein
ERR2663496_01670	CDS	177				hypothetical protein
ERR2663496_01671	CDS	1995	topB_1	5.6.2.1	COG0550	DNA topoisomerase 3
ERR2663496_01672	CDS	777				hypothetical protein
ERR2663496_01673	CDS	1344				hypothetical protein
ERR2663496_01674	CDS	249				hypothetical protein
ERR2663496_01675	CDS	558				hypothetical protein
ERR2663496_01676	CDS	96				hypothetical protein
ERR2663496_01677	CDS	723				hypothetical protein
ERR2663496_01678	CDS	261				hypothetical protein
ERR2663496_01679	CDS	228				hypothetical protein
ERR2663496_01680	CDS	1800				hypothetical protein
ERR2663496_01681	CDS	1365	dnaB_1	3.6.4.12	COG0305	Replicative DNA helicase
ERR2663496_01682	CDS	1035				hypothetical protein
ERR2663496_01683	CDS	753	phoC	3.1.3.2		Major phosphate-irrepressible acid phosphatase
ERR2663496_01684	CDS	492				hypothetical protein
ERR2663496_01685	CDS	294				hypothetical protein
ERR2663496_01686	CDS	876	gadX_1			HTH-type transcriptional regulator GadX
ERR2663496_01687	CDS	273				hypothetical protein
ERR2663496_01688	CDS	264				hypothetical protein
ERR2663496_01689	CDS	861	yjiK_2		COG3204	putative protein YjiK
ERR2663496_01690	CDS	1401				hypothetical protein
ERR2663496_01691	CDS	594	dmsD_1		COG3381	Tat proofreading chaperone DmsD
ERR2663496_01692	CDS	774	dmsC_1		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
ERR2663496_01693	CDS	396	dmsB_1		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
ERR2663496_01694	CDS	426	ynfE_1	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
ERR2663496_01695	CDS	780	ynfE_2	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
ERR2663496_01696	CDS	1119	dmsA_1	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
ERR2663496_01697	CDS	1632	dcuS	2.7.13.3	COG3290	Sensor histidine kinase DcuS
ERR2663496_01698	CDS	720	dcuR		COG4565	Transcriptional regulatory protein DcuR
ERR2663496_01699	CDS	267				hypothetical protein
ERR2663496_01700	CDS	1341	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
ERR2663496_01701	CDS	1647	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
ERR2663496_01702	CDS	1431	melB		COG2211	Melibiose carrier protein
ERR2663496_01703	CDS	1353	melA	3.2.1.22	COG1486	Alpha-galactosidase
ERR2663496_01704	CDS	933	melR			Melibiose operon regulatory protein
ERR2663496_01705	CDS	2271	adiA	4.1.1.19	COG1982	Biodegradative arginine decarboxylase
ERR2663496_01706	CDS	762	gadX_2			HTH-type transcriptional regulator GadX
ERR2663496_01707	CDS	1338	adiC		COG0531	Arginine/agmatine antiporter
ERR2663496_01708	CDS	1644	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
ERR2663496_01709	CDS	669	basR			Transcriptional regulatory protein BasR
ERR2663496_01710	CDS	1080	basS	2.7.13.3		Sensor protein BasS
ERR2663496_01711	CDS	90				hypothetical protein
ERR2663496_01712	CDS	1503	proP_1			Proline/betaine transporter
ERR2663496_01713	CDS	336				hypothetical protein
ERR2663496_01714	CDS	444				hypothetical protein
ERR2663496_01715	CDS	435	phnO	2.3.1.280		Aminoalkylphosphonate N-acetyltransferase
ERR2663496_01716	CDS	909				hypothetical protein
ERR2663496_01717	CDS	420	fdhF_1	1.17.1.9	COG0243	Formate dehydrogenase H
ERR2663496_01718	CDS	1680	fdhF_2	1.17.1.9	COG0243	Formate dehydrogenase H
ERR2663496_01719	CDS	690				hypothetical protein
ERR2663496_01720	CDS	1311	gltP		COG1301	Proton/glutamate-aspartate symporter
ERR2663496_01721	CDS	621	nrfG		COG4235	Formate-dependent nitrite reductase complex subunit NrfG
ERR2663496_01722	CDS	510				hypothetical protein
ERR2663496_01723	CDS	1737	ccmF_1		COG1138	Cytochrome c-type biogenesis protein CcmF
ERR2663496_01724	CDS	957				hypothetical protein
ERR2663496_01725	CDS	672	ydhX		COG0437	putative ferredoxin-like protein YdhX
ERR2663496_01726	CDS	567	nrfB			Cytochrome c-type protein NrfB
ERR2663496_01727	CDS	1437	nrfA	1.7.2.2	COG3303	Cytochrome c-552
ERR2663496_01728	CDS	1959	acs_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
ERR2663496_01729	CDS	315	yjcH		COG3162	Inner membrane protein YjcH
ERR2663496_01730	CDS	1650	actP		COG4147	Cation/acetate symporter ActP
ERR2663496_01731	CDS	690	yohK_2		COG1346	Inner membrane protein YohK
ERR2663496_01732	CDS	411	cidA			Holin-like protein CidA
ERR2663496_01733	CDS	888	oxyR_1			Hydrogen peroxide-inducible genes activator
ERR2663496_01734	CDS	1647	nhaK		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
ERR2663496_01735	CDS	1350	ghxP		COG2252	Guanine/hypoxanthine permease GhxP
ERR2663496_01736	CDS	669				hypothetical protein
ERR2663496_01737	CDS	459	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
ERR2663496_01738	CDS	324	soxS			Regulatory protein SoxS
ERR2663496_01739	CDS	1602	pdeC	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeC
ERR2663496_01740	CDS	282				hypothetical protein
ERR2663496_01741	CDS	2067	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
ERR2663496_01742	CDS	6774				hypothetical protein
ERR2663496_01743	CDS	9852				hypothetical protein
ERR2663496_01744	CDS	1278	prsE_1			Type I secretion system membrane fusion protein PrsE
ERR2663496_01745	CDS	1308	tolC_2		COG1538	Outer membrane protein TolC
ERR2663496_01746	CDS	1389				hypothetical protein
ERR2663496_01747	CDS	633				hypothetical protein
ERR2663496_01748	CDS	531	ssb_2		COG0629	Single-stranded DNA-binding protein
ERR2663496_01749	CDS	2826	uvrA		COG0178	UvrABC system protein A
ERR2663496_01750	CDS	444				hypothetical protein
ERR2663496_01751	CDS	339				hypothetical protein
ERR2663496_01752	CDS	357	yjbR		COG2315	putative protein YjbR
ERR2663496_01753	CDS	417				hypothetical protein
ERR2663496_01754	CDS	714	aphA	3.1.3.2	COG3700	Class B acid phosphatase
ERR2663496_01755	CDS	1194	tyrB	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
ERR2663496_01756	CDS	1080	alr_1	5.1.1.1	COG0787	Alanine racemase, biosynthetic
ERR2663496_01757	CDS	1416	dnaB_2	3.6.4.12	COG0305	Replicative DNA helicase
ERR2663496_01758	CDS	984	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
ERR2663496_01759	CDS	243	pspG			Phage shock protein G
ERR2663496_01760	CDS	999	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
ERR2663496_01761	CDS	1311				hypothetical protein
ERR2663496_01762	CDS	516	zur		COG0735	Zinc uptake regulation protein
ERR2663496_01763	CDS	213				hypothetical protein
ERR2663496_01764	CDS	129				hypothetical protein
ERR2663496_01765	CDS	1326	dinF		COG0534	DNA damage-inducible protein F
ERR2663496_01766	CDS	609	lexA	3.4.21.88	COG1974	LexA repressor
ERR2663496_01767	CDS	369	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
ERR2663496_01768	CDS	2421	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
ERR2663496_01769	CDS	873	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
ERR2663496_01770	CDS	498	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
ERR2663496_01771	CDS	918				hypothetical protein
ERR2663496_01772	CDS	1359	lamB		COG4580	Maltoporin
ERR2663496_01773	CDS	1110	malK	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
ERR2663496_01774	CDS	1191	malE		COG2182	Maltose/maltodextrin-binding periplasmic protein
ERR2663496_01775	CDS	1545	malF		COG1175	Maltose/maltodextrin transport system permease protein MalF
ERR2663496_01776	CDS	891	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
ERR2663496_01777	CDS	411	psiE		COG3223	Protein PsiE
ERR2663496_01778	CDS	2097				hypothetical protein
ERR2663496_01779	CDS	735				hypothetical protein
ERR2663496_01780	CDS	639	gfcB			putative lipoprotein GfcB
ERR2663496_01781	CDS	246				hypothetical protein
ERR2663496_01782	CDS	1650	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
ERR2663496_01783	CDS	1350	lysC	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
ERR2663496_01784	CDS	1479				hypothetical protein
ERR2663496_01785	CDS	840				hypothetical protein
ERR2663496_01786	CDS	864	yidA_1	3.1.3.23	COG0561	Sugar phosphatase YidA
ERR2663496_01787	CDS	759	glcR_2		COG1349	HTH-type transcriptional repressor GlcR
ERR2663496_01788	CDS	273				hypothetical protein
ERR2663496_01789	CDS	870	rluF	5.4.99.-	COG1187	Dual-specificity RNA pseudouridine synthase RluF
ERR2663496_01790	CDS	540				hypothetical protein
ERR2663496_01791	CDS	690	pepE	3.4.13.21	COG3340	Peptidase E
ERR2663496_01792	CDS	1632				hypothetical protein
ERR2663496_01793	CDS	3684	metH	2.1.1.13	COG0646	Methionine synthase
ERR2663496_01794	CDS	825	iclR		COG1414	Transcriptional repressor IclR
ERR2663496_01795	CDS	1782	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
ERR2663496_01796	CDS	1305	aceA	4.1.3.1	COG2224	Isocitrate lyase
ERR2663496_01797	CDS	1602	aceB	2.3.3.9	COG2225	Malate synthase A
ERR2663496_01798	CDS	930	metAS	2.3.1.46	COG1897	Homoserine O-succinyltransferase
ERR2663496_01799	CDS	438	yjaB	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
ERR2663496_01800	CDS	438				hypothetical protein
ERR2663496_01801	CDS	1212	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
ERR2663496_01802	CDS	318	hspQ		COG3785	Heat shock protein HspQ
ERR2663496_01803	CDS	414	yccU		COG1832	putative protein YccU
ERR2663496_01804	CDS	663				hypothetical protein
ERR2663496_01805	CDS	459	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
ERR2663496_01806	CDS	2055	helD	3.6.4.12	COG0210	DNA helicase IV
ERR2663496_01807	CDS	447	yccF		COG3304	Inner membrane protein YccF
ERR2663496_01808	CDS	2154	yccS		COG1289	Inner membrane protein YccS
ERR2663496_01809	CDS	606	sxy		COG3070	Protein Sxy
ERR2663496_01810	CDS	141				hypothetical protein
ERR2663496_01811	CDS	510	sulA		COG5404	Cell division inhibitor SulA
ERR2663496_01812	CDS	1053	ompA		COG2885	Outer membrane protein A
ERR2663496_01813	CDS	453	matP		COG3120	Macrodomain Ter protein
ERR2663496_01814	CDS	1761	lon_1	3.4.21.53		Lon protease
ERR2663496_01815	CDS	519	fabA	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
ERR2663496_01816	CDS	564	pqiC		COG3009	Intermembrane transport lipoprotein PqiC
ERR2663496_01817	CDS	1641	pqiB		COG3008	Intermembrane transport protein PqiB
ERR2663496_01818	CDS	1254	pqiA		COG2995	Intermembrane transport protein PqiA
ERR2663496_01819	CDS	1908	uup		COG0488	ABC transporter ATP-binding protein uup
ERR2663496_01820	CDS	2109	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
ERR2663496_01821	CDS	1110	ycbX		COG0633	putative protein YcbX
ERR2663496_01822	CDS	543	zapC			Cell division protein ZapC
ERR2663496_01823	CDS	1011	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
ERR2663496_01824	CDS	2613	pepN	3.4.11.2	COG0308	Aminopeptidase N
ERR2663496_01825	CDS	279				hypothetical protein
ERR2663496_01826	CDS	702				hypothetical protein
ERR2663496_01827	CDS	519				hypothetical protein
ERR2663496_01828	CDS	1512				hypothetical protein
ERR2663496_01829	CDS	681				hypothetical protein
ERR2663496_01830	CDS	1200				hypothetical protein
ERR2663496_01831	CDS	354				hypothetical protein
ERR2663496_01832	CDS	756				hypothetical protein
ERR2663496_01833	CDS	429				hypothetical protein
ERR2663496_01834	CDS	732				hypothetical protein
ERR2663496_01835	CDS	336				hypothetical protein
ERR2663496_01836	CDS	1032				hypothetical protein
ERR2663496_01837	CDS	303				hypothetical protein
ERR2663496_01838	CDS	651				hypothetical protein
ERR2663496_01839	CDS	1953				hypothetical protein
ERR2663496_01840	CDS	453				hypothetical protein
ERR2663496_01841	CDS	441				hypothetical protein
ERR2663496_01842	CDS	1146				hypothetical protein
ERR2663496_01843	CDS	549				hypothetical protein
ERR2663496_01844	CDS	390				hypothetical protein
ERR2663496_01845	CDS	555				hypothetical protein
ERR2663496_01846	CDS	420				hypothetical protein
ERR2663496_01847	CDS	369				hypothetical protein
ERR2663496_01848	CDS	942				hypothetical protein
ERR2663496_01849	CDS	498				hypothetical protein
ERR2663496_01850	CDS	1233				hypothetical protein
ERR2663496_01851	CDS	609				hypothetical protein
ERR2663496_01852	CDS	1470				hypothetical protein
ERR2663496_01853	CDS	1404			COG1783	putative protein
ERR2663496_01854	CDS	753				hypothetical protein
ERR2663496_01855	CDS	228				hypothetical protein
ERR2663496_01856	CDS	378				hypothetical protein
ERR2663496_01857	CDS	255				hypothetical protein
ERR2663496_01858	CDS	615				hypothetical protein
ERR2663496_01859	CDS	282				hypothetical protein
ERR2663496_01860	CDS	390				hypothetical protein
ERR2663496_01861	CDS	450				hypothetical protein
ERR2663496_01862	CDS	126				hypothetical protein
ERR2663496_01863	CDS	798				hypothetical protein
ERR2663496_01864	CDS	612				hypothetical protein
ERR2663496_01865	CDS	207				hypothetical protein
ERR2663496_01866	CDS	603				hypothetical protein
ERR2663496_01867	CDS	240	dinI_1			DNA damage-inducible protein I
ERR2663496_01868	CDS	498				hypothetical protein
ERR2663496_01869	CDS	180				hypothetical protein
ERR2663496_01870	CDS	267				hypothetical protein
ERR2663496_01871	CDS	573				hypothetical protein
ERR2663496_01872	CDS	474				hypothetical protein
ERR2663496_01873	CDS	525				hypothetical protein
ERR2663496_01874	CDS	348				hypothetical protein
ERR2663496_01875	CDS	750	dnaC_2		COG1484	DNA replication protein DnaC
ERR2663496_01876	CDS	978				hypothetical protein
ERR2663496_01877	CDS	321				hypothetical protein
ERR2663496_01878	CDS	237				hypothetical protein
ERR2663496_01879	CDS	405				hypothetical protein
ERR2663496_01880	CDS	201				hypothetical protein
ERR2663496_01881	CDS	297				hypothetical protein
ERR2663496_01882	CDS	786				hypothetical protein
ERR2663496_01883	CDS	681				hypothetical protein
ERR2663496_01884	CDS	1065				hypothetical protein
ERR2663496_01885	CDS	882	dam_2	2.1.1.72	COG0338	DNA adenine methylase
ERR2663496_01886	CDS	243				hypothetical protein
ERR2663496_01887	CDS	249				hypothetical protein
ERR2663496_01888	CDS	1293	intQ		COG0582	Putative defective protein IntQ
ERR2663496_01889	CDS	1203	pncB	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase
ERR2663496_01890	CDS	1434	alsT_2		COG1115	Amino-acid carrier protein AlsT
